slot,rate [ct./kWh],energy [kWh],seller
2021-10-06T17:58:00,2.142857136,0.00625,PV
2021-10-06T17:59:00,0.0,0.00625,PV
2021-10-06T18:00:00,30.0,9223372036854775807,Market Maker
2021-10-06T18:00:00,30.0,0.00625,PV
2021-10-06T18:00:00,30.0,0.00625,PV
2021-10-06T18:01:00,27.857142864,0.00625,PV
2021-10-06T18:02:00,25.714285711999995,0.00625,PV
2021-10-06T18:03:00,23.571428576,0.00625,PV
2021-10-06T18:04:00,21.428571423999998,0.00625,PV
2021-10-06T18:05:00,19.285714287999998,0.00625,PV
2021-10-06T18:06:00,17.142857136,0.00625,PV
2021-10-06T18:07:00,15.0,0.00625,PV
2021-10-06T18:08:00,12.857142863999998,0.00625,PV
2021-10-06T18:09:00,10.714285711999999,0.00625,PV
2021-10-06T18:10:00,8.571428575999999,0.00625,PV
2021-10-06T18:11:00,6.428571424,0.00625,PV
2021-10-06T18:12:00,4.285714287999999,0.00625,PV
2021-10-06T18:13:00,2.142857136,0.00625,PV
2021-10-06T18:14:00,0.0,0.00625,PV
2021-10-06T18:15:00,30.0,9223372036854775807,Market Maker
2021-10-06T18:15:00,30.0,0.003125,PV
2021-10-06T18:15:00,30.0,0.003125,PV
2021-10-06T18:16:00,27.857142848,0.003125,PV
2021-10-06T18:17:00,25.714285727999997,0.003125,PV
2021-10-06T18:18:00,23.571428576,0.003125,PV
2021-10-06T18:19:00,21.428571423999998,0.003125,PV
2021-10-06T18:20:00,19.285714272,0.003125,PV
2021-10-06T18:21:00,17.142857151999998,0.003125,PV
2021-10-06T18:22:00,15.0,0.003125,PV
2021-10-06T18:23:00,12.857142848,0.003125,PV
2021-10-06T18:24:00,10.714285727999998,0.003125,PV
2021-10-06T18:25:00,8.571428575999999,0.003125,PV
2021-10-06T18:26:00,6.428571424,0.003125,PV
2021-10-06T18:27:00,4.285714272,0.003125,PV
2021-10-06T18:28:00,2.142857152,0.003125,PV
2021-10-06T18:29:00,0.0,0.003125,PV
2021-10-06T18:30:00,30.0,0.003125,PV
2021-10-06T18:30:00,30.0,9223372036854775807,Market Maker
2021-10-06T18:30:00,30.0,0.003125,PV
2021-10-06T18:31:00,27.857142848,0.003125,PV
2021-10-06T18:32:00,25.714285727999997,0.003125,PV
2021-10-06T18:33:00,23.571428576,0.003125,PV
2021-10-06T18:34:00,21.428571423999998,0.003125,PV
2021-10-06T18:35:00,19.285714272,0.003125,PV
2021-10-06T18:36:00,17.142857151999998,0.003125,PV
2021-10-06T18:37:00,15.0,0.003125,PV
2021-10-06T18:38:00,12.857142848,0.003125,PV
2021-10-06T18:39:00,10.714285727999998,0.003125,PV
2021-10-06T18:40:00,8.571428575999999,0.003125,PV
2021-10-06T18:41:00,6.428571424,0.003125,PV
2021-10-06T18:42:00,4.285714272,0.003125,PV
2021-10-06T18:43:00,2.142857152,0.003125,PV
2021-10-06T18:44:00,0.0,0.003125,PV
2021-10-06T18:45:00,30.0,0.003125,PV
2021-10-06T18:45:00,30.0,9223372036854775807,Market Maker
2021-10-06T18:45:00,30.0,0.003125,PV
2021-10-06T18:46:00,27.857142848,0.003125,PV
2021-10-06T18:47:00,25.714285727999997,0.003125,PV
2021-10-06T18:48:00,23.571428576,0.003125,PV
2021-10-06T18:49:00,21.428571423999998,0.003125,PV
2021-10-06T18:50:00,19.285714272,0.003125,PV
2021-10-06T18:51:00,17.142857151999998,0.003125,PV
2021-10-06T18:52:00,15.0,0.003125,PV
2021-10-06T18:53:00,12.857142848,0.003125,PV
2021-10-06T18:54:00,10.714285727999998,0.003125,PV
2021-10-06T18:55:00,8.571428575999999,0.003125,PV
2021-10-06T18:56:00,6.428571424,0.003125,PV
2021-10-06T18:57:00,4.285714272,0.003125,PV
2021-10-06T18:58:00,2.142857152,0.003125,PV
2021-10-06T18:59:00,0.0,0.003125,PV
2021-10-06T19:00:00,30.0,0.003125,PV
2021-10-06T19:00:00,30.0,9223372036854775807,Market Maker
2021-10-06T19:00:00,30.0,0.003125,PV
2021-10-06T19:01:00,27.857142848,0.003125,PV
2021-10-06T19:02:00,25.714285727999997,0.003125,PV
2021-10-06T19:03:00,23.571428576,0.003125,PV
2021-10-06T19:04:00,21.428571423999998,0.003125,PV
2021-10-06T19:05:00,19.285714272,0.003125,PV
2021-10-06T19:06:00,17.142857151999998,0.003125,PV
2021-10-06T19:07:00,15.0,0.003125,PV
2021-10-06T19:08:00,12.857142848,0.003125,PV
2021-10-06T19:09:00,10.714285727999998,0.003125,PV
2021-10-06T19:10:00,8.571428575999999,0.003125,PV
2021-10-06T19:11:00,6.428571424,0.003125,PV
2021-10-06T19:12:00,4.285714272,0.003125,PV
2021-10-06T19:13:00,2.142857152,0.003125,PV
2021-10-06T19:14:00,0.0,0.003125,PV
2021-10-06T19:15:00,30.0,9223372036854775807,Market Maker
2021-10-06T19:30:00,30.0,9223372036854775807,Market Maker
2021-10-06T19:45:00,30.0,9223372036854775807,Market Maker
2021-10-06T20:00:00,30.0,9223372036854775807,Market Maker
2021-10-06T20:15:00,30.0,9223372036854775807,Market Maker
2021-10-06T20:30:00,30.0,9223372036854775807,Market Maker
2021-10-06T20:45:00,30.0,9223372036854775807,Market Maker
2021-10-06T21:00:00,30.0,9223372036854775807,Market Maker
2021-10-06T21:15:00,30.0,9223372036854775807,Market Maker
2021-10-06T21:30:00,30.0,9223372036854775807,Market Maker
2021-10-06T21:45:00,30.0,9223372036854775807,Market Maker
2021-10-06T22:00:00,30.0,9223372036854775807,Market Maker
2021-10-06T22:15:00,30.0,9223372036854775807,Market Maker
2021-10-06T22:30:00,30.0,9223372036854775807,Market Maker
2021-10-06T22:45:00,30.0,9223372036854775807,Market Maker
2021-10-06T23:00:00,30.0,9223372036854775807,Market Maker
2021-10-06T23:15:00,30.0,9223372036854775807,Market Maker
2021-10-06T23:30:00,30.0,9223372036854775807,Market Maker
2021-10-06T23:45:00,30.0,9223372036854775807,Market Maker
